Category,City,Country,Customer Name,Order Date,Order ID,Product Name,Ship Date,State,Customers,Orders,profit margin,Quantity,Total Profit,Total Sales
Chairs,Parker,United States,Maribeth Yedwab,31-05-2013,US-2013-105578,Global Troy Executive Leather Low-Back Tilter,05-06-2013,Colorado,1,1,0.0625,2,50.098,801.568
Binders,Parker,United States,Maribeth Yedwab,31-05-2013,US-2013-105578,Storex Flexible Poly Binders with Double Pockets,05-06-2013,Colorado,1,1,-0.8,3,-1.9008,2.376
Paper,Parker,United States,Maribeth Yedwab,31-05-2013,US-2013-105578,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",05-06-2013,Colorado,1,1,0.3625,1,11.8871,32.792
Art,Los Angeles,United States,Bradley Nguyen,22-12-2014,CA-2014-163405,Newell 327,26-12-2014,California,1,1,0.27,3,1.7901,6.63
Art,Los Angeles,United States,Bradley Nguyen,22-12-2014,CA-2014-163405,Newell 317,26-12-2014,California,1,1,0.29,2,1.7052,5.88
Copiers,Great Falls,United States,Alan Dominguez,23-01-2014,CA-2014-127432,Canon Image Class D660 Copier,28-01-2014,Montana,1,1,0.46,5,1379.977,2999.95
Storage,Great Falls,United States,Alan Dominguez,23-01-2014,CA-2014-127432,Advantus Rolling Storage Box,28-01-2014,Montana,1,1,0.27,3,13.8915,51.45
Paper,Great Falls,United States,Alan Dominguez,23-01-2014,CA-2014-127432,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),28-01-2014,Montana,1,1,0.45,2,5.382,11.96
Storage,Great Falls,United States,Alan Dominguez,23-01-2014,CA-2014-127432,Tennsco Single-Tier Lockers,28-01-2014,Montana,1,1,0.05,3,56.301,1126.02
Phones,Los Angeles,United States,Logan Haushalter,22-05-2013,US-2013-139486,Motorola HK250 Universal Bluetooth Headset,24-05-2013,California,1,1,-0.225,3,-12.4146,55.176
Accessories,Los Angeles,United States,Logan Haushalter,22-05-2013,US-2013-139486,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,24-05-2013,California,1,1,0.41,2,27.1666,66.26
Chairs,Los Angeles,United States,Karen Bern,07-11-2012,CA-2012-102848,Safco Contoured Stacking Chairs,09-11-2012,California,1,1,0.0625,1,11.92,190.72
Furnishings,Los Angeles,United States,Jasper Cacioppo,08-09-2014,US-2014-129441,Tenex Chairmats For Use With Carpeted Floors,12-09-2014,California,1,1,0.05,3,2.397,47.94
Storage,Mesa,United States,Allen Armold,11-07-2013,CA-2013-126613,Sterilite Officeware Hinged File Box,17-07-2013,Arizona,1,1,0.0875,2,1.4672,16.768
Phones,Tucson,United States,Erin Smith,15-07-2013,CA-2013-136924,LG Electronics Tone+ HBS-730 Bluetooth Headset,18-07-2013,Arizona,1,1,0.1,8,38.0864,380.864
Chairs,San Francisco,United States,Bill Donatelli,16-04-2013,CA-2013-136406,HON 5400 Series Task Chairs for Big and Tall,18-04-2013,California,1,1,0,2,0,1121.568
Storage,Anaheim,United States,Dean Katz,30-06-2014,CA-2014-100650,Tennsco 16-Compartment Lockers with Coat Rack,04-07-2014,California,1,1,0.24,2,310.9872,1295.78
Labels,Los Angeles,United States,Olvera Toch,11-06-2013,CA-2013-113243,Avery 473,16-06-2013,California,1,1,0.48,2,9.936,20.7
Tables,Los Angeles,United States,Olvera Toch,11-06-2013,CA-2013-113243,Bretford Â“Just In TimeÂ” Height-Adjustable Multi-Task Work Tables,16-06-2013,California,1,1,-0.1625,4,-217.048,1335.68
Paper,Los Angeles,United States,Olvera Toch,11-06-2013,CA-2013-113243,Xerox 226,16-06-2013,California,1,1,0.48,5,15.552,32.4
Furnishings,San Francisco,United States,Liz Pelletier,21-11-2014,CA-2014-118731,Coloredge Poster Frame,23-11-2014,California,1,1,0.39,3,16.614,42.6
Binders,San Francisco,United States,Liz Pelletier,21-11-2014,CA-2014-118731,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",23-11-2014,California,1,1,0.325,7,27.3182,84.056
Fasteners,Seattle,United States,Jeremy Farry,07-12-2012,CA-2012-130736,"Alliance Big Bands Rubber Bands, 12/Pack",09-12-2012,Washington,1,1,0,2,0,3.96
Labels,Seattle,United States,Jeremy Farry,07-12-2012,CA-2012-130736,Avery 509,09-12-2012,Washington,1,1,0.46,1,1.2006,2.61
Phones,Los Angeles,United States,Frank Preis,08-12-2014,CA-2014-137099,Cisco SPA301,11-12-2014,California,1,1,0.125,3,46.797,374.376
Paper,Seattle,United States,Ellis Ballard,02-10-2014,CA-2014-156951,Personal Creations Ink Jet Cards and Labels,09-10-2014,Washington,1,1,0.49,8,45.0016,91.84
Binders,Seattle,United States,Ellis Ballard,02-10-2014,CA-2014-156951,"GBC White Gloss Covers, Plain Front",09-10-2014,Washington,1,1,0.3375,7,27.3672,81.088
Paper,Seattle,United States,Ellis Ballard,02-10-2014,CA-2014-156951,Xerox 222,09-10-2014,Washington,1,1,0.48,3,9.3312,19.44
Chairs,Seattle,United States,Ellis Ballard,02-10-2014,CA-2014-156951,Hon Every-Day Series Multi-Task Chairs,09-10-2014,Washington,1,1,0,3,0,451.152
Art,Marysville,United States,Sarah Foster,04-11-2013,CA-2013-127250,Newell 332,08-11-2013,Washington,1,1,0.27,3,2.3814,8.82
Paper,Long Beach,United States,Trudy Glocke,18-09-2012,CA-2012-149713,Personal Creations Ink Jet Cards and Labels,22-09-2012,California,1,1,0.49,14,78.7528,160.72
Paper,Long Beach,United States,Trudy Glocke,18-09-2012,CA-2012-149713,Rediform S.O.S. Phone Message Books,22-09-2012,California,1,1,0.49,4,9.7608,19.92
Supplies,Long Beach,United States,Trudy Glocke,18-09-2012,CA-2012-149713,Acme Value Line Scissors,22-09-2012,California,1,1,0.3,2,2.19,7.3
Supplies,Los Angeles,United States,Charles Crestani,10-09-2012,CA-2012-132906,Martin-Yale Premier Letter Opener,14-09-2012,California,1,1,0.03,4,1.5456,51.52
Phones,Denver,United States,Dianna Vittorini,02-12-2014,CA-2014-145233,GE 30524EE4,06-12-2014,Colorado,1,1,0.1125,3,52.9173,470.376
Phones,Denver,United States,Dianna Vittorini,02-12-2014,CA-2014-145233,AT&T SB67148 SynJ,06-12-2014,Colorado,1,1,0.0875,2,9.2386,105.584
Appliances,Denver,United States,Dianna Vittorini,02-12-2014,CA-2014-145233,Fellowes Basic Home/Office Series Surge Protectors,06-12-2014,Colorado,1,1,0.1125,3,3.5046,31.152
Binders,Denver,United States,Dianna Vittorini,02-12-2014,CA-2014-145233,Recycled Pressboard Report Cover with Reinforced Top Hinge,06-12-2014,Colorado,1,1,-0.7,7,-4.7481,6.783
Phones,Denver,United States,Dianna Vittorini,02-12-2014,CA-2014-145233,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,06-12-2014,Colorado,1,1,0.075,4,30.4776,406.368
Phones,Salem,United States,Zuschuss Carroll,21-03-2013,US-2013-156986,i.Sound Portable Power - 8000 mAh,25-03-2013,Oregon,1,1,-0.2375,2,-20.1362,84.784
Paper,Salem,United States,Zuschuss Carroll,21-03-2013,US-2013-156986,Xerox 225,25-03-2013,Oregon,1,1,0.35,4,7.2576,20.736
Binders,Salem,United States,Zuschuss Carroll,21-03-2013,US-2013-156986,Clear Mylar Reinforcing Strips,25-03-2013,Oregon,1,1,-0.766666667,3,-12.8961,16.821
Paper,Salem,United States,Zuschuss Carroll,21-03-2013,US-2013-156986,Xerox 1894,25-03-2013,Oregon,1,1,0.35,2,3.6288,10.368
Appliances,San Diego,United States,Lena Radford,08-08-2011,CA-2011-131450,Fellowes Superior 10 Outlet Split Surge Protector,15-08-2011,California,1,1,0.29,2,22.0748,76.12
Copiers,San Diego,United States,Lena Radford,08-08-2011,CA-2011-131450,Sharp AL-1530CS Digital Copier,15-08-2011,California,1,1,0.3625,3,434.9913,1199.976
Phones,San Diego,United States,Lena Radford,08-08-2011,CA-2011-131450,AT&T 1070 Corded Phone,15-08-2011,California,1,1,0.125,5,55.745,445.96
Furnishings,San Diego,United States,Lena Radford,08-08-2011,CA-2011-131450,Dana Halogen Swing-Arm Architect Lamp,15-08-2011,California,1,1,0.28,8,91.7728,327.76
Appliances,Seattle,United States,Annie Thurman,20-05-2014,CA-2014-153787,Belkin Premiere Surge Master II 8-outlet surge protector,24-05-2014,Washington,1,1,0.29,2,28.1764,97.16
Binders,San Francisco,United States,Logan Currie,18-12-2014,CA-2014-133431,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",22-12-2014,California,1,1,0.3375,5,5.1435,15.24
Paper,San Francisco,United States,Logan Currie,18-12-2014,CA-2014-133431,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",22-12-2014,California,1,1,0.46,3,6.0858,13.23
Storage,Aurora,United States,Fred McMath,12-12-2013,US-2013-135720,Tennsco Regal Shelving Units,14-12-2013,Colorado,1,1,-0.2125,3,-51.7191,243.384
Accessories,Aurora,United States,Fred McMath,12-12-2013,US-2013-135720,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,14-12-2013,Colorado,1,1,0.25,5,29.95,119.8
Phones,Aurora,United States,Fred McMath,12-12-2013,US-2013-135720,Jabra SPEAK 410,14-12-2013,Colorado,1,1,0.1,4,30.0768,300.768
Binders,Aurora,United States,Max Engle,16-08-2013,US-2013-123470,Premium Transparent Presentation Covers by GBC,22-08-2013,Colorado,1,1,-0.733333333,3,-13.8468,18.882
Appliances,Aurora,United States,Max Engle,16-08-2013,US-2013-123470,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,22-08-2013,Colorado,1,1,0.1,3,12.2328,122.328
Furnishings,Vallejo,United States,Rick Bensley,21-05-2013,CA-2013-115917,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,26-05-2013,California,1,1,0.26,5,272.792,1049.2
Binders,Vallejo,United States,Rick Bensley,21-05-2013,CA-2013-115917,Wilson Jones Turn Tabs Binder Tool for Ring Binders,26-05-2013,California,1,1,0.325,4,5.0128,15.424
Storage,Mission Viejo,United States,John Lee,31-07-2014,CA-2014-167913,Economy Rollaway Files,04-08-2014,California,1,1,0.26,2,85.904,330.4
Labels,Mission Viejo,United States,John Lee,31-07-2014,CA-2014-167913,Avery 480,04-08-2014,California,1,1,0.48,7,12.6,26.25
Fasteners,Sierra Vista,United States,Barry Blumstein,02-04-2013,CA-2013-103947,Staples,09-04-2013,Arizona,1,1,0.3125,5,9.8625,31.56
Appliances,Sierra Vista,United States,Barry Blumstein,02-04-2013,CA-2013-103947,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,09-04-2013,Arizona,1,1,0.1,2,3.0144,30.144
Furnishings,Vancouver,United States,Anthony Rawles,12-12-2013,CA-2013-160745,3M Hangers With Command Adhesive,17-12-2013,Washington,1,1,0.41,4,6.068,14.8
Phones,Vancouver,United States,Anthony Rawles,12-12-2013,CA-2013-160745,AT&T TR1909W,17-12-2013,Washington,1,1,0.075,3,22.6782,302.376
Accessories,Vancouver,United States,Anthony Rawles,12-12-2013,CA-2013-160745,First Data FD10 PIN Pad,17-12-2013,Washington,1,1,0.1,4,31.6,316
Accessories,Los Angeles,United States,Alan Barnes,28-03-2012,CA-2012-131534,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,02-04-2012,California,1,1,0.15,1,24.936,166.24
Paper,Los Angeles,United States,Alan Barnes,28-03-2012,CA-2012-131534,Xerox 1977,02-04-2012,California,1,1,0.48,5,16.032,33.4
Furnishings,Seattle,United States,Alejandro Savely,05-11-2013,CA-2013-163755,"Tenex ""The Solids"" Textured Chair Mats",09-11-2013,Washington,1,1,0.17,3,35.6796,209.88
Tables,Long Beach,United States,Jay Kimmel,09-04-2012,CA-2012-142027,Laminate Occasional Tables,14-04-2012,California,1,1,-0.0375,3,-13.8717,369.912
Binders,Seattle,United States,Dorris liebe,01-07-2011,CA-2011-153150,Cardinal Holdit Business Card Pockets,06-07-2011,Washington,1,1,0.35,5,6.972,19.92
Binders,Orem,United States,Christine Kargatis,02-06-2011,CA-2011-104472,GBC Standard Therm-A-Bind Covers,07-06-2011,Utah,1,1,0.325,3,19.4376,59.808
Furnishings,Orem,United States,Christine Kargatis,02-06-2011,CA-2011-104472,Aluminum Document Frame,07-06-2011,Utah,1,1,0.3,6,21.996,73.32
Paper,Los Angeles,United States,Ross DeVincentis,13-02-2013,CA-2013-112942,Tops Green Bar Computer Printout Paper,18-02-2013,California,1,1,0.5,3,73.41,146.82
Storage,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,Carina Double Wide Media Storage Towers in Natural & Black,26-01-2014,Washington,1,1,0.04,3,9.7176,242.94
Accessories,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,LogitechÂ Illuminated - Keyboard,26-01-2014,Washington,1,1,0.48,3,86.3856,179.97
Binders,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,Wilson Jones Century Plastic Molded Ring Binders,26-01-2014,Washington,1,1,0.3375,6,33.6474,99.696
Binders,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,Wilson Jones Leather-Like Binders with DublLock Round Rings,26-01-2014,Washington,1,1,0.3375,4,9.4284,27.936
Bookcases,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,O'Sullivan Cherrywood Estates Traditional Bookcase,26-01-2014,Washington,1,1,0.22,1,18.6956,84.98
Binders,Seattle,United States,Darrin Sayre,22-01-2014,CA-2014-131954,Acco Translucent Poly Ring Binders,26-01-2014,Washington,1,1,0.35,5,6.552,18.72
Accessories,San Francisco,United States,Gary Zandusky,08-09-2011,CA-2011-132500,Logitech Wireless Touch Keyboard K400,12-09-2011,California,1,1,0.17,2,8.4966,49.98
Tables,San Diego,United States,Maya Herman,27-05-2011,CA-2011-124429,KI Conference Tables,27-05-2011,California,1,1,-0.05,10,-28.356,567.12
Storage,San Diego,United States,Maya Herman,27-05-2011,CA-2011-124429,Fellowes Officeware Wire Shelving,27-05-2011,California,1,1,0.02,4,7.1864,359.32
Copiers,San Francisco,United States,Yoseph Carroll,08-04-2013,CA-2013-110499,Hewlett Packard 610 Color Digital Copier / Printer,10-04-2013,California,1,1,0.3125,3,374.9925,1199.976
Furnishings,Los Angeles,United States,Melanie Seite,07-12-2012,CA-2012-135272,12-1/2 Diameter Round Wall Clock,12-12-2012,California,1,1,0.36,4,28.7712,79.92
Paper,Los Angeles,United States,Andrew Roberts,31-08-2012,CA-2012-112319,Xerox 226,05-09-2012,California,1,1,0.48,9,27.9936,58.32
Chairs,San Francisco,United States,Nick Zandusky,21-08-2012,CA-2012-144267,Hon GuestStacker Chair,23-08-2012,California,1,1,0.075,3,40.8006,544.008
Paper,San Francisco,United States,Nick Zandusky,21-08-2012,CA-2012-144267,Xerox 191,23-08-2012,California,1,1,0.47,3,28.1718,59.94
Paper,San Francisco,United States,Nick Zandusky,21-08-2012,CA-2012-144267,Xerox 1974,23-08-2012,California,1,1,0.49,4,11.7208,23.92
Paper,San Francisco,United States,Nick Zandusky,21-08-2012,CA-2012-144267,Xerox 1927,23-08-2012,California,1,1,0.45,1,1.926,4.28
Binders,Lancaster,United States,Clay Ludtke,18-03-2014,CA-2014-129567,Heavy-Duty E-Z-D Binders,22-03-2014,California,1,1,0.3375,2,5.8914,17.456
Chairs,Lancaster,United States,Liz Thompson,12-12-2012,CA-2012-154620,"Lifetime Advantage Folding Chairs, 4/Carton",16-12-2012,California,1,1,0.1,2,34.8928,348.928
Labels,San Francisco,United States,Erica Smith,20-09-2011,CA-2011-156433,Avery 499,26-09-2011,California,1,1,0.46,2,4.5816,9.96
Paper,San Francisco,United States,Erica Smith,20-09-2011,CA-2011-156433,"Wirebound Message Book, 4 per Page",26-09-2011,California,1,1,0.49,4,10.6428,21.72
Chairs,Lake Elsinore,United States,Carlos Daly,27-11-2012,CA-2012-101910,"Situations Contoured Folding Chairs, 4/Set",03-12-2012,California,1,1,0.0625,5,17.745,283.92
Furnishings,San Diego,United States,Helen Wasserman,21-02-2014,CA-2014-105809,"Executive Impressions 14"" Contract Wall Clock",24-02-2014,California,1,1,0.33,1,7.3359,22.23
Phones,San Diego,United States,Helen Wasserman,21-02-2014,CA-2014-105809,Logitech Mobile Speakerphone P710e -Â speaker phone,24-02-2014,California,1,1,0.0875,2,18.8972,215.968
Furnishings,San Francisco,United States,Gary McGarr,23-04-2014,CA-2014-135783,"Eldon Stackable Tray, Side-Load, Legal, Smoke",25-04-2014,California,1,1,0.34,2,6.2152,18.28
Art,Denver,United States,Russell Applegate,01-11-2011,CA-2011-134313,Model L Table or Wall-Mount Pencil Sharpener,07-11-2011,Colorado,1,1,0.1,3,4.3176,43.176
Phones,Denver,United States,Russell Applegate,01-11-2011,CA-2011-134313,ClearOne CHATAttach 160 -Â speaker phone,07-11-2011,Colorado,1,1,0.125,4,247.996,1983.968
Art,Edmonds,United States,Zuschuss Carroll,13-10-2011,CA-2011-151995,Newell 32,15-10-2011,Washington,1,1,0.28,4,3.2256,11.52
Tables,Edmonds,United States,Zuschuss Carroll,13-10-2011,CA-2011-151995,"Bevis Round Bullnose 29"" High Table Top",15-10-2011,Washington,1,1,0.24,5,311.652,1298.55
Appliances,Edmonds,United States,Zuschuss Carroll,13-10-2011,CA-2011-151995,Belkin F9G930V10-GRY 9 Outlet Surge,15-10-2011,Washington,1,1,0.29,4,62.0368,213.92
Accessories,Edmonds,United States,Zuschuss Carroll,13-10-2011,CA-2011-151995,Sony 16GB Class 10 Micro SDHC R40 Memory Card,15-10-2011,Washington,1,1,0.1,2,2.578,25.78
Furnishings,Santa Ana,United States,Pauline Johnson,15-05-2014,CA-2014-143686,"Eldon Stackable Tray, Side-Load, Legal, Smoke",15-05-2014,California,1,1,0.34,2,6.2152,18.28
Accessories,Santa Ana,United States,Pauline Johnson,15-05-2014,CA-2014-143686,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,15-05-2014,California,1,1,0.43,7,601.9699,1399.93
Accessories,San Francisco,United States,Patrick Gardner,09-05-2011,US-2011-102071,Kingston Digital DataTraveler 32GB USB 2.0,15-05-2011,California,1,1,0.06,4,4.068,67.8
Accessories,San Francisco,United States,Patrick Gardner,09-05-2011,US-2011-102071,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,15-05-2011,California,1,1,0.24,3,40.3128,167.97
Binders,Los Angeles,United States,Eudokia Martin,08-11-2013,CA-2013-161669,Fellowes Binding Cases,10-11-2013,California,1,1,0.3125,4,11.7,37.44
Binders,Los Angeles,United States,Eudokia Martin,08-11-2013,CA-2013-161669,Ibico Plastic and Wire Spiral Binding Combs,10-11-2013,California,1,1,0.325,4,8.7672,26.976
Supplies,Los Angeles,United States,Eudokia Martin,08-11-2013,CA-2013-161669,Acme Preferred Stainless Steel Scissors,10-11-2013,California,1,1,0.29,2,3.2944,11.36
Labels,Los Angeles,United States,Eudokia Martin,08-11-2013,CA-2013-161669,Avery 486,10-11-2013,California,1,1,0.47,2,6.8714,14.62
Art,Salinas,United States,Dave Poirier,21-06-2013,CA-2013-152534,DIXON Oriole Pencils,26-06-2013,California,1,1,0.26,2,1.3416,5.16
Paper,Salinas,United States,Dave Poirier,21-06-2013,CA-2013-152534,Xerox 202,26-06-2013,California,1,1,0.48,6,18.6624,38.88
Supplies,San Francisco,United States,Chuck Magee,09-06-2011,CA-2011-133851,Staples,16-06-2011,California,1,1,0.02,2,0.1472,7.36
Art,San Francisco,United States,Chuck Magee,09-06-2011,CA-2011-133851,Deluxe Chalkboard Eraser Cleaner,16-06-2011,California,1,1,0.46,2,10.626,23.1
Art,San Francisco,United States,Gary Zandusky,24-12-2014,US-2014-123463,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",24-12-2014,California,1,1,0.44,4,5.9312,13.48
Binders,Los Angeles,United States,Jill Stevenson,25-04-2012,CA-2012-143602,Fellowes Black Plastic Comb Bindings,28-04-2012,California,1,1,0.325,3,4.5318,13.944
Storage,San Diego,United States,Olvera Toch,27-06-2014,CA-2014-115364,Eldon Shelf Savers Cubes and Bins,03-07-2014,California,1,1,0.02,12,1.6752,83.76
Paper,San Francisco,United States,Cyma Kinney,09-12-2011,CA-2011-104976,Xerox 1987,16-12-2011,California,1,1,0.49,6,16.9932,34.68
Storage,San Francisco,United States,Pamela Coakley,11-11-2013,CA-2013-105494,File Shuttle I and Handi-File,13-11-2013,California,1,1,0.27,7,42.0714,155.82
Binders,San Francisco,United States,Pamela Coakley,11-11-2013,CA-2013-105494,Binding Machine Supplies,13-11-2013,California,1,1,0.35,3,24.5028,70.008
Paper,Los Angeles,United States,Logan Currie,09-04-2013,CA-2013-130477,Xerox 1923,13-04-2013,California,1,1,0.48,3,9.6192,20.04
Storage,Los Angeles,United States,Logan Currie,09-04-2013,CA-2013-130477,Fellowes Neat Ideas Storage Cubes,13-04-2013,California,1,1,0.04,2,2.5984,64.96
Paper,Los Angeles,United States,Logan Currie,09-04-2013,CA-2013-130477,Xerox 1931,13-04-2013,California,1,1,0.48,2,6.2208,12.96
Accessories,Farmington,United States,Ruben Ausman,06-11-2014,US-2014-111745,NETGEAR AC1750 Dual Band GigabitÂ Smart WiFi Router,07-11-2014,New Mexico,1,1,0.34,1,54.3966,159.99
Paper,Riverside,United States,Rachel Payne,13-12-2012,CA-2012-148250,Xerox 213,17-12-2012,California,1,1,0.48,2,6.2208,12.96
Appliances,Riverside,United States,Rachel Payne,13-12-2012,CA-2012-148250,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,17-12-2012,California,1,1,0.26,4,34.9648,134.48
Paper,San Francisco,United States,Karen Carlisle,20-06-2013,CA-2013-105760,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",21-06-2013,California,1,1,0.47,2,8.0464,17.12
